influencer_id,followers,engagement_rate,niche,campaign_category,campaign_goal,budget_range,match_score,engagement_result
INF146,5343,4.89,food,lifestyle,conversion,medium,0.25,5.57
INF060,82296,3.18,food,fitness,conversion,high,0.44,4.07
INF041,65778,5.42,beauty,food,awareness,low,0.47,6.55
INF103,45269,4.67,food,tech,conversion,low,0.27,5.11
INF119,97348,4.73,food,food,awareness,medium,0.97,6.84
INF017,86506,2.72,fitness,tech,conversion,low,0.47,3.74
INF129,7037,3.68,beauty,lifestyle,conversion,medium,0.54,4.87
INF102,11247,2.17,beauty,lifestyle,conversion,high,0.44,3.08
INF075,37069,3.45,tech,tech,conversion,high,0.83,5.02
INF008,96463,3.13,food,lifestyle,awareness,medium,0.58,4.17
INF041,65778,5.42,beauty,beauty,awareness,low,0.92,7.2
INF081,64891,2.76,lifestyle,fitness,conversion,high,0.51,3.97
INF019,59858,4.3,food,lifestyle,conversion,medium,0.27,4.94
INF145,9870,5.34,tech,lifestyle,conversion,medium,0.47,6.26
INF079,26478,4.03,lifestyle,food,awareness,medium,0.41,4.82
INF069,21066,5.85,food,tech,conversion,medium,0.3,6.59
INF008,96463,3.13,food,fitness,awareness,medium,0.44,4.08
INF089,40355,5.61,food,fitness,awareness,low,0.26,6.26
INF150,8597,4.78,tech,tech,conversion,medium,0.81,6.58
INF138,46720,2.16,tech,beauty,awareness,low,0.24,2.48
INF102,11247,2.17,beauty,lifestyle,conversion,high,0.59,3.43
INF084,19924,5.83,tech,beauty,conversion,medium,0.37,6.7
INF110,85930,3.05,food,tech,conversion,medium,0.22,3.59
INF055,10037,3.24,beauty,lifestyle,awareness,medium,0.25,3.91
INF053,24314,3.46,tech,lifestyle,awareness,medium,0.22,3.8
INF092,99255,5.58,beauty,tech,awareness,high,0.49,6.73
INF135,63512,5.63,lifestyle,tech,awareness,high,0.38,6.53
INF107,50639,3.19,fitness,lifestyle,awareness,medium,0.37,4.04
INF106,5497,4.56,fitness,lifestyle,conversion,medium,0.51,5.67
INF122,16241,4.58,food,beauty,awareness,low,0.32,5.15
INF006,84224,4.3,fitness,lifestyle,awareness,medium,0.21,4.56
INF148,67609,4.85,food,food,awareness,medium,0.87,6.52
INF036,41791,2.78,beauty,tech,conversion,medium,0.59,4.08
INF120,83634,4.72,lifestyle,lifestyle,conversion,medium,0.81,6.2
INF050,77184,4.59,lifestyle,lifestyle,conversion,medium,0.77,6.0
INF086,77940,4.51,fitness,tech,conversion,medium,0.26,5.06
INF097,37336,5.4,lifestyle,tech,awareness,high,0.26,5.87
INF079,26478,4.03,lifestyle,beauty,awareness,low,0.43,4.87
INF088,71457,5.47,food,lifestyle,conversion,medium,0.44,6.41
INF128,93091,4.58,lifestyle,lifestyle,conversion,medium,0.98,6.68
INF127,50271,2.93,fitness,tech,conversion,medium,0.45,3.68
INF075,37069,3.45,tech,fitness,awareness,medium,0.31,4.07
INF133,58573,5.24,fitness,food,awareness,medium,0.26,5.93
INF101,86914,3.71,food,tech,awareness,high,0.45,4.47
INF034,86076,2.49,tech,beauty,conversion,medium,0.24,2.95
INF104,51803,5.59,fitness,food,awareness,low,0.54,6.65
INF076,28342,2.03,lifestyle,lifestyle,conversion,medium,0.72,3.66
INF126,88232,4.02,lifestyle,food,awareness,low,0.56,4.99
INF144,5848,5.77,beauty,tech,conversion,high,0.2,6.36
INF032,86659,5.43,lifestyle,tech,conversion,low,0.5,6.42
INF098,11305,2.32,tech,food,awareness,low,0.34,3.0
INF023,72867,2.03,food,tech,conversion,low,0.26,2.45
INF055,10037,3.24,beauty,fitness,conversion,low,0.2,3.67
INF128,93091,4.58,lifestyle,lifestyle,conversion,medium,0.88,6.16
INF057,57154,3.3,beauty,tech,conversion,medium,0.42,3.99
INF033,14510,2.26,lifestyle,tech,conversion,low,0.58,3.51
INF054,69560,4.67,beauty,lifestyle,conversion,medium,0.38,5.61
INF086,77940,4.51,fitness,tech,conversion,low,0.29,4.91
INF010,26556,3.44,lifestyle,lifestyle,awareness,medium,0.87,5.17
INF073,48438,2.51,fitness,tech,awareness,high,0.54,3.75
INF039,48355,2.88,beauty,tech,conversion,medium,0.3,3.65
INF079,26478,4.03,lifestyle,tech,conversion,high,0.54,5.28
INF035,59872,3.41,tech,tech,conversion,medium,0.72,4.99
INF027,77217,3.11,tech,food,awareness,low,0.48,4.21
INF011,52671,5.2,beauty,food,awareness,high,0.44,6.05
INF136,88288,2.66,lifestyle,fitness,awareness,medium,0.49,3.62
INF079,26478,4.03,lifestyle,beauty,awareness,low,0.3,4.73
INF053,24314,3.46,tech,tech,conversion,low,0.96,5.27
INF108,47171,3.39,food,beauty,awareness,low,0.47,4.43
INF099,40153,3.95,food,food,awareness,medium,0.92,5.75
INF126,88232,4.02,lifestyle,tech,conversion,high,0.4,4.85
INF063,11953,4.17,lifestyle,food,awareness,medium,0.31,4.71
INF093,35585,5.04,lifestyle,lifestyle,conversion,medium,0.86,6.91
INF084,19924,5.83,tech,lifestyle,conversion,medium,0.53,7.07
INF022,56570,5.19,food,lifestyle,awareness,medium,0.56,6.25
INF013,99547,5.3,food,lifestyle,awareness,medium,0.4,6.23
INF009,71973,5.84,beauty,food,awareness,medium,0.25,6.21
INF097,37336,5.4,lifestyle,tech,awareness,high,0.45,6.41
INF053,24314,3.46,tech,tech,conversion,low,0.89,5.43
INF111,69747,2.33,beauty,food,conversion,high,0.39,3.26
INF068,38651,2.32,food,beauty,conversion,medium,0.25,2.83
INF051,71243,2.68,food,tech,conversion,low,0.44,3.66
INF038,37573,3.76,fitness,fitness,conversion,high,0.88,5.61
INF145,9870,5.34,tech,beauty,awareness,low,0.2,5.55
INF008,96463,3.13,food,food,awareness,high,0.9,4.8
INF037,8769,4.23,food,tech,conversion,low,0.3,4.87
INF019,59858,4.3,food,lifestyle,conversion,medium,0.39,4.89
INF084,19924,5.83,tech,beauty,awareness,medium,0.2,6.2
INF074,30473,3.38,fitness,fitness,awareness,low,0.91,5.38
INF139,49602,4.49,beauty,lifestyle,conversion,medium,0.3,5.17
INF104,51803,5.59,fitness,tech,conversion,high,0.56,6.54
INF063,11953,4.17,lifestyle,lifestyle,conversion,high,0.73,5.82
INF141,27267,5.69,food,lifestyle,conversion,medium,0.39,6.67
INF043,11045,2.47,beauty,food,awareness,medium,0.26,2.96
INF057,57154,3.3,beauty,lifestyle,conversion,medium,0.48,4.32
INF111,69747,2.33,beauty,food,awareness,high,0.47,3.41
INF079,26478,4.03,lifestyle,tech,conversion,medium,0.39,4.87
INF082,70019,2.87,fitness,beauty,awareness,low,0.28,3.55
INF057,57154,3.3,beauty,tech,conversion,low,0.42,4.03
INF031,97098,4.86,food,food,awareness,medium,0.75,6.5
INF039,48355,2.88,beauty,tech,conversion,medium,0.4,3.61
INF096,52489,6.0,fitness,fitness,awareness,medium,0.79,7.62
INF057,57154,3.3,beauty,food,awareness,medium,0.21,3.65
INF095,72520,4.35,lifestyle,lifestyle,awareness,medium,0.95,6.08
INF102,11247,2.17,beauty,fitness,awareness,medium,0.22,2.69
INF074,30473,3.38,fitness,beauty,conversion,medium,0.26,4.0
INF033,14510,2.26,lifestyle,fitness,conversion,low,0.24,2.77
INF109,62417,2.61,beauty,food,awareness,medium,0.25,3.08
INF067,58707,2.01,food,lifestyle,conversion,medium,0.58,3.14
INF134,80101,3.87,lifestyle,lifestyle,conversion,high,0.86,5.4
INF112,70180,3.22,tech,lifestyle,conversion,medium,0.35,4.07
INF071,62513,5.11,lifestyle,lifestyle,conversion,medium,0.85,6.95
INF002,70771,3.86,food,food,awareness,medium,0.86,5.7
INF066,37616,3.33,lifestyle,food,awareness,medium,0.27,3.75
INF089,40355,5.61,food,tech,conversion,high,0.49,6.45
INF139,49602,4.49,beauty,lifestyle,conversion,medium,0.27,4.89
INF090,28867,3.43,fitness,fitness,conversion,low,0.8,5.09
INF099,40153,3.95,food,tech,conversion,medium,0.34,4.82
INF067,58707,2.01,food,beauty,conversion,medium,0.21,2.3
INF053,24314,3.46,tech,food,awareness,low,0.35,4.04
INF088,71457,5.47,food,beauty,conversion,medium,0.54,6.55
INF008,96463,3.13,food,beauty,awareness,medium,0.23,3.45
INF071,62513,5.11,lifestyle,beauty,awareness,low,0.26,5.44
INF001,92378,5.56,food,tech,conversion,low,0.24,5.96
INF148,67609,4.85,food,tech,conversion,medium,0.44,5.66
INF024,96092,4.15,lifestyle,tech,conversion,high,0.26,4.79
INF059,40277,2.36,tech,tech,conversion,high,0.88,4.05
INF124,65193,2.33,lifestyle,lifestyle,awareness,medium,0.88,4.1
INF140,25493,2.62,tech,tech,conversion,high,0.97,4.68
INF130,61497,4.57,beauty,fitness,conversion,low,0.26,4.93
INF041,65778,5.42,beauty,fitness,awareness,low,0.27,5.8
INF087,95113,2.42,food,food,awareness,medium,0.78,3.86
INF053,24314,3.46,tech,beauty,conversion,medium,0.42,4.44
INF023,72867,2.03,food,beauty,conversion,medium,0.57,3.17
INF073,48438,2.51,fitness,tech,awareness,high,0.26,2.89
INF100,71910,2.37,beauty,tech,awareness,high,0.28,2.88
INF140,25493,2.62,tech,lifestyle,conversion,medium,0.56,3.54
INF005,63509,2.26,food,lifestyle,awareness,medium,0.5,3.1
INF112,70180,3.22,tech,food,awareness,medium,0.37,4.13
INF113,63476,4.5,lifestyle,food,awareness,high,0.35,5.08
INF121,61160,5.79,lifestyle,beauty,conversion,medium,0.47,6.74
INF133,58573,5.24,fitness,lifestyle,conversion,medium,0.56,6.16
INF029,58084,5.46,tech,tech,awareness,high,0.88,7.42
INF105,58861,3.02,beauty,food,awareness,medium,0.38,3.6
INF087,95113,2.42,food,tech,conversion,high,0.27,3.04
INF095,72520,4.35,lifestyle,food,awareness,medium,0.34,5.15
INF134,80101,3.87,lifestyle,food,awareness,medium,0.52,4.87
INF082,70019,2.87,fitness,beauty,conversion,medium,0.43,3.65
INF135,63512,5.63,lifestyle,food,awareness,low,0.35,6.39
INF119,97348,4.73,food,food,awareness,medium,0.92,6.5
INF112,70180,3.22,tech,fitness,awareness,medium,0.27,3.86
INF044,12084,3.57,lifestyle,food,awareness,medium,0.34,4.45
INF137,22701,4.68,lifestyle,beauty,awareness,medium,0.37,5.48
INF037,8769,4.23,food,beauty,conversion,medium,0.21,4.84
INF030,64583,3.41,beauty,food,conversion,high,0.46,4.15
INF093,35585,5.04,lifestyle,lifestyle,awareness,medium,0.72,6.53
INF090,28867,3.43,fitness,tech,conversion,low,0.35,4.2
INF143,72134,2.65,tech,lifestyle,conversion,medium,0.34,3.38
INF149,45735,5.84,food,tech,conversion,medium,0.42,6.69
INF012,52873,3.31,beauty,lifestyle,conversion,high,0.22,3.88
INF004,9028,2.36,lifestyle,lifestyle,awareness,medium,0.9,4.34
INF129,7037,3.68,beauty,beauty,conversion,medium,0.84,5.2
INF131,33067,4.72,beauty,lifestyle,conversion,medium,0.52,5.89
INF059,40277,2.36,tech,food,awareness,medium,0.55,3.42
INF049,9866,3.96,lifestyle,fitness,conversion,low,0.47,4.78
INF059,40277,2.36,tech,fitness,conversion,low,0.59,3.73
INF150,8597,4.78,tech,beauty,conversion,medium,0.45,5.83
INF068,38651,2.32,food,lifestyle,conversion,high,0.47,3.22
INF096,52489,6.0,fitness,lifestyle,conversion,medium,0.21,6.58
INF119,97348,4.73,food,beauty,conversion,medium,0.41,5.57
INF056,96095,5.48,tech,beauty,conversion,medium,0.44,6.31
INF029,58084,5.46,tech,tech,awareness,high,0.77,6.87
INF149,45735,5.84,food,tech,conversion,high,0.29,6.35
INF013,99547,5.3,food,beauty,conversion,medium,0.57,6.38
INF034,86076,2.49,tech,beauty,awareness,medium,0.38,3.23
INF127,50271,2.93,fitness,fitness,awareness,low,0.75,4.24
INF116,96165,3.98,beauty,food,awareness,low,0.33,4.7
INF134,80101,3.87,lifestyle,tech,conversion,low,0.38,4.82
INF075,37069,3.45,tech,fitness,conversion,low,0.29,3.88
INF048,60638,3.92,beauty,fitness,awareness,low,0.39,4.69
INF110,85930,3.05,food,beauty,conversion,medium,0.32,3.63
INF031,97098,4.86,food,food,awareness,low,0.76,6.33
INF071,62513,5.11,lifestyle,fitness,awareness,low,0.5,6.28
INF044,12084,3.57,lifestyle,beauty,conversion,medium,0.47,4.33
INF077,94691,3.91,lifestyle,food,awareness,high,0.25,4.23
INF128,93091,4.58,lifestyle,lifestyle,conversion,medium,0.98,6.44
INF136,88288,2.66,lifestyle,tech,conversion,medium,0.48,3.52
INF045,63867,4.64,beauty,tech,conversion,medium,0.26,4.96
INF015,60933,4.87,fitness,lifestyle,conversion,medium,0.26,5.49
INF094,98951,2.53,food,food,conversion,high,0.86,4.42
INF002,70771,3.86,food,food,conversion,high,0.89,5.52
INF025,13363,3.68,tech,beauty,conversion,medium,0.49,4.6
INF138,46720,2.16,tech,fitness,awareness,medium,0.6,3.33
INF097,37336,5.4,lifestyle,food,awareness,medium,0.43,6.3
INF063,11953,4.17,lifestyle,food,conversion,high,0.36,4.93
INF133,58573,5.24,fitness,tech,conversion,medium,0.6,6.58
INF126,88232,4.02,lifestyle,tech,conversion,low,0.48,5.07
INF115,19671,2.74,beauty,beauty,conversion,medium,0.83,4.58
INF140,25493,2.62,tech,beauty,awareness,low,0.46,3.53
INF063,11953,4.17,lifestyle,beauty,conversion,medium,0.42,5.01
INF011,52671,5.2,beauty,lifestyle,awareness,medium,0.29,5.88
INF058,55040,2.82,beauty,tech,conversion,medium,0.42,3.49
INF141,27267,5.69,food,tech,conversion,low,0.38,6.38
INF055,10037,3.24,beauty,food,awareness,medium,0.31,3.8
INF146,5343,4.89,food,tech,conversion,medium,0.31,5.45
INF090,28867,3.43,fitness,food,awareness,high,0.36,4.22
INF003,90676,3.93,beauty,food,awareness,low,0.43,4.76
INF110,85930,3.05,food,beauty,conversion,medium,0.23,3.52
INF091,84962,5.5,food,lifestyle,conversion,medium,0.43,6.35
INF040,85116,4.52,food,tech,conversion,low,0.55,5.64
INF017,86506,2.72,fitness,lifestyle,conversion,medium,0.21,3.1
INF139,49602,4.49,beauty,lifestyle,conversion,high,0.56,5.44
INF112,70180,3.22,tech,fitness,awareness,medium,0.58,4.32
INF052,16056,3.14,fitness,beauty,conversion,medium,0.46,4.11
INF088,71457,5.47,food,fitness,conversion,low,0.34,6.18
INF015,60933,4.87,fitness,lifestyle,conversion,medium,0.28,5.54
INF124,65193,2.33,lifestyle,lifestyle,awareness,medium,0.95,4.32
INF079,26478,4.03,lifestyle,tech,conversion,low,0.42,4.87
INF023,72867,2.03,food,fitness,conversion,low,0.48,3.06
INF122,16241,4.58,food,food,awareness,low,0.85,6.21
INF013,99547,5.3,food,tech,conversion,high,0.55,6.6
INF020,65854,4.61,lifestyle,lifestyle,awareness,medium,0.75,6.0
INF088,71457,5.47,food,tech,conversion,low,0.25,6.15
INF035,59872,3.41,tech,fitness,awareness,low,0.21,3.71
INF099,40153,3.95,food,tech,conversion,low,0.31,4.62
INF018,34039,5.65,fitness,fitness,awareness,low,0.88,7.49
INF117,61665,4.89,lifestyle,fitness,conversion,high,0.34,5.45
INF015,60933,4.87,fitness,beauty,awareness,medium,0.49,5.94
INF003,90676,3.93,beauty,lifestyle,awareness,medium,0.39,4.59
INF058,55040,2.82,beauty,fitness,conversion,high,0.52,3.89
INF140,25493,2.62,tech,beauty,awareness,low,0.52,3.51
INF005,63509,2.26,food,food,awareness,high,0.98,4.22
INF074,30473,3.38,fitness,food,awareness,medium,0.31,3.98
INF079,26478,4.03,lifestyle,food,awareness,high,0.2,4.49
INF046,53497,3.14,beauty,tech,conversion,low,0.59,4.45
INF144,5848,5.77,beauty,beauty,awareness,medium,0.78,7.47
INF126,88232,4.02,lifestyle,lifestyle,awareness,medium,0.88,5.71
INF142,78673,3.54,beauty,tech,conversion,medium,0.2,4.05
INF082,70019,2.87,fitness,lifestyle,awareness,medium,0.55,4.14
INF052,16056,3.14,fitness,tech,conversion,medium,0.28,3.87
INF086,77940,4.51,fitness,lifestyle,conversion,medium,0.36,5.16
INF021,63182,3.59,lifestyle,food,awareness,high,0.55,4.85
INF140,25493,2.62,tech,beauty,conversion,medium,0.48,3.58
INF038,37573,3.76,fitness,lifestyle,conversion,medium,0.35,4.52
INF049,9866,3.96,lifestyle,fitness,awareness,low,0.44,4.71
INF022,56570,5.19,food,tech,conversion,low,0.46,5.96
INF076,28342,2.03,lifestyle,beauty,conversion,medium,0.25,2.43
INF030,64583,3.41,beauty,beauty,awareness,medium,0.84,5.05
INF025,13363,3.68,tech,tech,conversion,low,0.87,5.58
INF090,28867,3.43,fitness,beauty,conversion,medium,0.52,4.29
INF138,46720,2.16,tech,lifestyle,conversion,medium,0.47,3.2
INF071,62513,5.11,lifestyle,tech,awareness,high,0.56,6.15
INF043,11045,2.47,beauty,tech,conversion,high,0.3,3.16
INF044,12084,3.57,lifestyle,food,awareness,medium,0.29,4.2
INF014,98901,4.03,food,tech,conversion,high,0.24,4.42
INF015,60933,4.87,fitness,fitness,conversion,low,0.93,6.85
INF089,40355,5.61,food,beauty,conversion,medium,0.29,6.17
INF051,71243,2.68,food,beauty,conversion,medium,0.47,3.8
INF028,66060,3.39,fitness,fitness,awareness,medium,0.88,5.22
INF059,40277,2.36,tech,food,conversion,high,0.21,2.68
INF006,84224,4.3,fitness,food,conversion,high,0.31,5.07
INF027,77217,3.11,tech,lifestyle,conversion,high,0.52,4.24
INF013,99547,5.3,food,beauty,conversion,medium,0.38,5.97
INF042,47325,2.56,food,tech,conversion,low,0.27,3.28
INF044,12084,3.57,lifestyle,beauty,awareness,medium,0.58,4.63
INF059,40277,2.36,tech,fitness,awareness,medium,0.52,3.39
INF008,96463,3.13,food,fitness,conversion,high,0.48,4.22
INF001,92378,5.56,food,food,conversion,high,0.9,7.3
INF062,73077,3.04,lifestyle,fitness,conversion,low,0.41,3.77
INF047,78279,5.3,fitness,fitness,conversion,low,0.85,6.98
INF102,11247,2.17,beauty,beauty,awareness,low,0.86,3.93
INF113,63476,4.5,lifestyle,fitness,awareness,low,0.38,5.39
INF098,11305,2.32,tech,fitness,conversion,low,0.35,3.21
INF099,40153,3.95,food,beauty,awareness,low,0.22,4.21
INF108,47171,3.39,food,food,awareness,low,0.73,4.87
INF061,50999,2.71,fitness,lifestyle,awareness,medium,0.4,3.49
INF014,98901,4.03,food,tech,conversion,medium,0.28,4.61
INF037,8769,4.23,food,fitness,conversion,low,0.5,5.33
INF058,55040,2.82,beauty,tech,conversion,high,0.21,3.37
INF122,16241,4.58,food,fitness,conversion,low,0.48,5.51
INF125,65300,5.38,beauty,lifestyle,conversion,medium,0.37,6.04
INF009,71973,5.84,beauty,fitness,conversion,low,0.54,7.04
INF149,45735,5.84,food,lifestyle,conversion,medium,0.58,6.92
INF114,28737,4.3,lifestyle,lifestyle,awareness,medium,0.78,5.67
INF085,93375,5.31,food,fitness,conversion,low,0.53,6.25
INF027,77217,3.11,tech,tech,conversion,low,0.8,4.56
INF076,28342,2.03,lifestyle,lifestyle,conversion,medium,0.89,3.9
INF066,37616,3.33,lifestyle,fitness,conversion,high,0.38,4.11
INF023,72867,2.03,food,fitness,conversion,low,0.46,2.99
INF035,59872,3.41,tech,fitness,conversion,low,0.37,4.18
INF131,33067,4.72,beauty,tech,conversion,high,0.34,5.58
INF038,37573,3.76,fitness,beauty,conversion,medium,0.21,4.13
INF100,71910,2.37,beauty,beauty,conversion,medium,0.75,3.86
INF114,28737,4.3,lifestyle,lifestyle,conversion,medium,0.72,5.84
INF086,77940,4.51,fitness,beauty,conversion,medium,0.31,5.11
INF087,95113,2.42,food,tech,conversion,high,0.38,3.0
INF141,27267,5.69,food,fitness,conversion,high,0.57,6.74
INF035,59872,3.41,tech,lifestyle,conversion,medium,0.23,4.04
INF044,12084,3.57,lifestyle,food,awareness,high,0.29,4.29
INF049,9866,3.96,lifestyle,lifestyle,awareness,medium,0.88,5.56
INF126,88232,4.02,lifestyle,lifestyle,awareness,medium,0.74,5.37
INF150,8597,4.78,tech,food,conversion,high,0.5,5.71
INF109,62417,2.61,beauty,fitness,conversion,low,0.32,3.25
INF144,5848,5.77,beauty,fitness,awareness,medium,0.43,6.57
INF072,12014,5.72,fitness,food,awareness,low,0.56,6.78
INF050,77184,4.59,lifestyle,tech,conversion,low,0.2,5.0
INF092,99255,5.58,beauty,fitness,conversion,low,0.33,6.12
INF002,70771,3.86,food,tech,conversion,low,0.59,5.2
INF038,37573,3.76,fitness,food,conversion,high,0.26,4.33
INF150,8597,4.78,tech,beauty,conversion,medium,0.31,5.38
INF020,65854,4.61,lifestyle,fitness,awareness,low,0.22,5.1
INF048,60638,3.92,beauty,tech,conversion,high,0.29,4.67
INF075,37069,3.45,tech,beauty,conversion,medium,0.23,4.06
INF046,53497,3.14,beauty,tech,conversion,medium,0.31,3.96
INF097,37336,5.4,lifestyle,beauty,awareness,medium,0.4,6.38
INF062,73077,3.04,lifestyle,tech,conversion,medium,0.45,4.08
INF060,82296,3.18,food,beauty,conversion,medium,0.43,4.14
INF002,70771,3.86,food,tech,conversion,low,0.29,4.6
INF034,86076,2.49,tech,tech,conversion,low,0.83,4.03
INF137,22701,4.68,lifestyle,lifestyle,conversion,high,0.83,6.27
INF130,61497,4.57,beauty,tech,conversion,high,0.23,5.03
INF016,10891,5.69,tech,fitness,awareness,medium,0.52,6.64
INF123,12102,2.9,fitness,tech,awareness,high,0.6,4.17
INF036,41791,2.78,beauty,lifestyle,awareness,medium,0.24,3.19
INF146,5343,4.89,food,food,awareness,medium,0.71,6.31
INF068,38651,2.32,food,beauty,conversion,medium,0.33,2.88
INF059,40277,2.36,tech,tech,awareness,high,0.82,3.84
INF087,95113,2.42,food,beauty,awareness,medium,0.43,3.44
INF080,96927,2.03,beauty,tech,conversion,medium,0.37,2.78
INF130,61497,4.57,beauty,food,awareness,medium,0.36,5.16
INF095,72520,4.35,lifestyle,beauty,awareness,low,0.36,4.88
INF011,52671,5.2,beauty,tech,conversion,low,0.25,5.69
INF073,48438,2.51,fitness,tech,conversion,medium,0.56,3.72
INF031,97098,4.86,food,tech,conversion,low,0.27,5.22
INF121,61160,5.79,lifestyle,food,awareness,medium,0.38,6.46
INF010,26556,3.44,lifestyle,food,conversion,high,0.36,4.1
INF083,75944,3.73,food,lifestyle,conversion,medium,0.36,4.31
INF032,86659,5.43,lifestyle,tech,conversion,medium,0.43,6.42
INF009,71973,5.84,beauty,fitness,conversion,high,0.44,6.75
INF059,40277,2.36,tech,tech,conversion,low,0.99,4.48
INF121,61160,5.79,lifestyle,beauty,awareness,low,0.42,6.49
INF122,16241,4.58,food,lifestyle,conversion,medium,0.39,5.16
INF068,38651,2.32,food,lifestyle,awareness,medium,0.47,3.39
INF098,11305,2.32,tech,lifestyle,conversion,medium,0.43,3.35
INF024,96092,4.15,lifestyle,tech,awareness,high,0.28,4.58
INF057,57154,3.3,beauty,fitness,awareness,medium,0.2,3.73
INF069,21066,5.85,food,tech,conversion,low,0.22,6.25
INF059,40277,2.36,tech,tech,conversion,medium,0.71,3.81
INF113,63476,4.5,lifestyle,food,awareness,medium,0.59,5.6
INF117,61665,4.89,lifestyle,lifestyle,conversion,medium,0.75,6.44
INF062,73077,3.04,lifestyle,lifestyle,conversion,medium,0.72,4.59
INF075,37069,3.45,tech,lifestyle,conversion,medium,0.42,4.33
INF135,63512,5.63,lifestyle,lifestyle,conversion,medium,0.84,7.35
INF084,19924,5.83,tech,beauty,conversion,medium,0.22,6.25
INF121,61160,5.79,lifestyle,tech,conversion,high,0.3,6.58
INF068,38651,2.32,food,lifestyle,conversion,medium,0.58,3.4
INF016,10891,5.69,tech,tech,conversion,medium,0.71,6.92
INF062,73077,3.04,lifestyle,tech,conversion,medium,0.58,4.05
INF107,50639,3.19,fitness,tech,conversion,medium,0.46,3.99
INF104,51803,5.59,fitness,tech,conversion,medium,0.45,6.64
INF126,88232,4.02,lifestyle,tech,conversion,medium,0.5,4.86
INF072,12014,5.72,fitness,beauty,conversion,medium,0.31,6.44
INF046,53497,3.14,beauty,tech,conversion,high,0.21,3.39
INF144,5848,5.77,beauty,tech,conversion,medium,0.29,6.16
INF038,37573,3.76,fitness,fitness,conversion,low,0.96,5.5
INF099,40153,3.95,food,tech,awareness,high,0.39,4.66
INF024,96092,4.15,lifestyle,tech,conversion,medium,0.51,5.19
INF030,64583,3.41,beauty,beauty,conversion,medium,0.89,5.22
INF082,70019,2.87,fitness,tech,conversion,medium,0.55,3.85
INF090,28867,3.43,fitness,lifestyle,conversion,medium,0.45,4.21
INF057,57154,3.3,beauty,lifestyle,awareness,medium,0.55,4.35
INF068,38651,2.32,food,lifestyle,awareness,medium,0.23,2.85
INF074,30473,3.38,fitness,food,awareness,medium,0.25,3.97
INF048,60638,3.92,beauty,lifestyle,conversion,medium,0.36,4.54
INF004,9028,2.36,lifestyle,fitness,conversion,low,0.48,3.3
INF085,93375,5.31,food,beauty,conversion,medium,0.55,6.39
INF052,16056,3.14,fitness,lifestyle,conversion,medium,0.46,3.91
INF026,60887,5.55,tech,beauty,conversion,medium,0.28,6.14
INF094,98951,2.53,food,tech,conversion,medium,0.56,3.69
INF108,47171,3.39,food,beauty,conversion,medium,0.56,4.41
INF139,49602,4.49,beauty,lifestyle,conversion,medium,0.27,4.96
INF120,83634,4.72,lifestyle,beauty,conversion,medium,0.2,5.01
INF028,66060,3.39,fitness,lifestyle,awareness,medium,0.23,3.74
INF122,16241,4.58,food,tech,conversion,medium,0.21,4.89
INF038,37573,3.76,fitness,beauty,conversion,medium,0.27,4.27
INF095,72520,4.35,lifestyle,tech,conversion,low,0.4,5.26
INF135,63512,5.63,lifestyle,food,awareness,high,0.42,6.51
INF050,77184,4.59,lifestyle,fitness,awareness,medium,0.53,5.55
INF098,11305,2.32,tech,beauty,awareness,low,0.55,3.34
INF095,72520,4.35,lifestyle,lifestyle,conversion,medium,0.91,6.2
INF050,77184,4.59,lifestyle,food,conversion,high,0.33,5.23
INF035,59872,3.41,tech,lifestyle,conversion,medium,0.44,4.16
INF042,47325,2.56,food,tech,conversion,medium,0.2,3.02
INF022,56570,5.19,food,lifestyle,conversion,medium,0.44,6.09
INF030,64583,3.41,beauty,lifestyle,conversion,high,0.41,4.1
INF022,56570,5.19,food,food,awareness,medium,0.94,7.18
INF059,40277,2.36,tech,food,awareness,low,0.2,2.7
INF117,61665,4.89,lifestyle,tech,conversion,medium,0.37,5.63
INF141,27267,5.69,food,food,conversion,high,0.92,7.59
INF030,64583,3.41,beauty,tech,awareness,high,0.39,4.09
INF071,62513,5.11,lifestyle,lifestyle,conversion,medium,0.71,6.45
INF020,65854,4.61,lifestyle,fitness,conversion,low,0.35,5.46
INF056,96095,5.48,tech,lifestyle,awareness,medium,0.23,5.78
INF121,61160,5.79,lifestyle,lifestyle,conversion,high,0.9,7.48
INF002,70771,3.86,food,tech,conversion,medium,0.45,4.88
INF038,37573,3.76,fitness,food,conversion,high,0.27,4.23
INF096,52489,6.0,fitness,beauty,conversion,medium,0.49,7.13
INF110,85930,3.05,food,beauty,conversion,medium,0.6,4.1
INF144,5848,5.77,beauty,food,conversion,high,0.42,6.78
INF087,95113,2.42,food,lifestyle,conversion,medium,0.35,3.07
INF019,59858,4.3,food,lifestyle,conversion,medium,0.3,5.02
INF035,59872,3.41,tech,lifestyle,conversion,medium,0.54,4.41
INF114,28737,4.3,lifestyle,beauty,conversion,medium,0.41,5.22
INF014,98901,4.03,food,fitness,conversion,high,0.35,4.62
INF085,93375,5.31,food,beauty,awareness,medium,0.21,5.77
INF112,70180,3.22,tech,beauty,awareness,low,0.39,3.87
INF062,73077,3.04,lifestyle,tech,conversion,medium,0.52,4.06
INF038,37573,3.76,fitness,tech,conversion,medium,0.32,4.49
INF119,97348,4.73,food,fitness,awareness,medium,0.31,5.2
